store,date,weekly_sales
2,2012-05-18,2000940.6699999995
2,2012-05-25,1912791.0899999999
2,2012-06-01,1910092.3700000003
2,2012-06-08,2010216.49
2,2012-06-15,1962924.2999999998
2,2012-06-22,1887733.2099999993
2,2012-06-29,1881046.1200000008
2,2012-07-06,2041507.4000000004
2,2012-07-13,1830075.1299999997
2,2012-07-20,1819666.46
2,2012-07-27,1757923.88
2,2012-08-03,1946104.6400000008
2,2012-08-10,1866719.9599999997
2,2012-08-17,1928016.0100000005
2,2012-08-24,1876788.15
2,2012-08-31,1947083.3000000003
2,2012-09-07,1898777.07
2,2012-09-14,1814806.6300000001
2,2012-09-21,1829415.6700000006
2,2012-09-28,1746470.5600000003
2,2012-10-05,1998321.0400000005
2,2012-10-12,1900745.1300000001
2,2012-10-19,1847990.4100000008
2,2012-10-26,1834458.35
3,2010-02-05,461622.22
3,2010-02-12,420728.96
3,2010-02-19,421642.1899999999
3,2010-02-26,407204.86
3,2010-03-05,415202.04
3,2010-03-12,384200.69000000006
3,2010-03-19,375328.58999999997
3,2010-03-26,359949.27
3,2010-04-02,423294.3999999998
3,2010-04-09,415870.27999999997
3,2010-04-16,354993.25999999995
3,2010-04-23,339976.65000000014
3,2010-04-30,361248.38999999984
3,2010-05-07,399323.8600000002
3,2010-05-14,384357.94000000006
3,2010-05-21,343763.1700000001
3,2010-05-28,350089.22999999986
3,2010-06-04,396968.79999999993
3,2010-06-11,355017.08999999985
3,2010-06-18,364076.85
3,2010-06-25,357346.4800000001
3,2010-07-02,381151.72000000015
3,2010-07-09,349214.18
3,2010-07-16,352728.7799999999
3,2010-07-23,352864.49
3,2010-07-30,347955.05
3,2010-08-06,402635.7599999999
3,2010-08-13,339597.37999999983
3,2010-08-20,351728.2100000002
3,2010-08-27,362134.09000000014
3,2010-09-03,366473.9699999999
3,2010-09-10,352260.9700000001
3,2010-09-17,363064.6400000001
3,2010-09-24,355626.87
3,2010-10-01,358784.1
3,2010-10-08,395107.3500000001
3,2010-10-15,345584.38999999996
3,2010-10-22,348895.9800000001
3,2010-10-29,348591.74
3,2010-11-05,423175.5600000002
3,2010-11-12,386635.0299999999
3,2010-11-19,372545.3200000001
3,2010-11-26,565567.8400000001
3,2010-12-03,476420.77
3,2010-12-10,467642.02999999997
3,2010-12-17,498159.3900000001
3,2010-12-24,605990.41
3,2010-12-31,382677.76
3,2011-01-07,378241.33999999997
3,2011-01-14,381061.1
3,2011-01-21,350876.70000000007
3,2011-01-28,364866.24
3,2011-02-04,438516.53000000014
3,2011-02-11,430526.21
3,2011-02-18,432782.1
3,2011-02-25,397211.1899999999
3,2011-03-04,437084.51
3,2011-03-11,404753.3
3,2011-03-18,392109.5100000001
3,2011-03-25,380683.67000000004
3,2011-04-01,374556.0800000001
3,2011-04-08,384075.31000000006
3,2011-04-15,366250.6899999998
3,2011-04-22,391860.04000000004
3,2011-04-29,367405.3999999999
3,2011-05-06,413042.11999999994
3,2011-05-13,386312.68000000005
3,2011-05-20,364603.1299999999
3,2011-05-27,369350.60000000003
3,2011-06-03,394507.84
3,2011-06-10,391638.75000000006
3,2011-06-17,403423.33999999985
3,2011-06-24,385520.70999999985
3,2011-07-01,368962.72000000003
3,2011-07-08,395146.23999999976
3,2011-07-15,373454.3300000002
3,2011-07-22,360617.3699999999
3,2011-07-29,345381.2899999998
3,2011-08-05,409981.2500000001
3,2011-08-12,380376.85000000003
3,2011-08-19,379716.9100000001
3,2011-08-26,366367.55000000016
3,2011-09-02,375988.6900000001
3,2011-09-09,377347.4899999999
3,2011-09-16,375629.50999999995
3,2011-09-23,365248.9399999998
3,2011-09-30,368477.93
3,2011-10-07,403342.39999999997
3,2011-10-14,368282.57
3,2011-10-21,394976.3600000001
3,2011-10-28,389540.6199999999
3,2011-11-04,459443.2200000001
3,2011-11-11,407764.2499999999
3,2011-11-18,398838.97000000003
3,2011-11-25,556925.1899999998
3,2011-12-02,472511.32000000007
3,2011-12-09,468772.80000000005
3,2011-12-16,510747.6199999998
3,2011-12-23,551221.21
3,2011-12-30,410553.8800000001
3,2012-01-06,398178.21000000014
3,2012-01-13,367438.6200000002
3,2012-01-20,365818.61000000004
3,2012-01-27,349518.1
3,2012-02-03,424960.66
3,2012-02-10,473292.47000000015
3,2012-02-17,475591.08
3,2012-02-24,418925.47000000015
3,2012-03-02,469752.55999999994
3,2012-03-09,445162.04999999993
3,2012-03-16,411775.79999999993
3,2012-03-23,413907.25
3,2012-03-30,407488.8399999999
3,2012-04-06,503232.1299999999
3,2012-04-13,420789.7399999999
3,2012-04-20,434822.1299999999
3,2012-04-27,394616.1099999999
3,2012-05-04,439913.5699999999
3,2012-05-11,431985.36000000016
3,2012-05-18,418112.75999999995
3,2012-05-25,413701.29
3,2012-06-01,432268.53
3,2012-06-08,446336.7999999999
3,2012-06-15,442074.79000000015
3,2012-06-22,419497.9500000001
3,2012-06-29,422965.3300000001
3,2012-07-06,411206.5
3,2012-07-13,416913.0999999999
3,2012-07-20,432424.8500000001
3,2012-07-27,389427.89999999997
3,2012-08-03,419990.2899999998
3,2012-08-10,391811.60000000003
3,2012-08-17,394918.8299999998
3,2012-08-24,412449.66999999987
3,2012-08-31,408838.73000000004
3,2012-09-07,408229.73
3,2012-09-14,407589.1599999999
3,2012-09-21,414392.09
3,2012-09-28,389813.02000000014
3,2012-10-05,443557.64999999997
3,2012-10-12,410804.3899999999
3,2012-10-19,424513.08000000025
3,2012-10-26,405432.70000000007
4,2010-02-05,2135143.87
4,2010-02-12,2188307.39
4,2010-02-19,2049860.259999999
4,2010-02-26,1925728.84
4,2010-03-05,1971057.4400000004
4,2010-03-12,1894324.09
4,2010-03-19,1897429.3599999999
4,2010-03-26,1762539.2999999998
4,2010-04-02,1979247.12
4,2010-04-09,1818452.72
4,2010-04-16,1851519.69
4,2010-04-23,1802677.9000000004
4,2010-04-30,1817273.28
4,2010-05-07,2000626.1400000001
4,2010-05-14,1875597.28
4,2010-05-21,1903752.6
4,2010-05-28,1857533.7000000002
4,2010-06-04,1903290.5800000003
4,2010-06-11,1870619.230000001
4,2010-06-18,1929736.35
4,2010-06-25,1846651.9499999997
4,2010-07-02,1881337.2100000002
4,2010-07-09,1812208.2199999997
4,2010-07-16,1898427.6600000001
4,2010-07-23,1848426.7800000003
4,2010-07-30,1796637.6100000006
4,2010-08-06,1907638.58
4,2010-08-13,2007050.7499999995
4,2010-08-20,1997181.0899999994
4,2010-08-27,1848403.92
4,2010-09-03,1935857.58
4,2010-09-10,1865820.8100000003
4,2010-09-17,1899959.6100000008
4,2010-09-24,1810684.6800000002
4,2010-10-01,1842821.0199999998
4,2010-10-08,1951494.850000001
4,2010-10-15,1867345.0900000003
4,2010-10-22,1927610.0599999998
4,2010-10-29,1933333.0000000002
4,2010-11-05,2013115.7900000003
4,2010-11-12,1999794.2600000005
4,2010-11-19,2097809.4
4,2010-11-26,2789469.45
4,2010-12-03,2102530.1699999995
4,2010-12-10,2302504.8600000003
4,2010-12-17,2740057.1400000006
4,2010-12-24,3526713.3900000006
4,2010-12-31,1794868.74
4,2011-01-07,1862476.27
4,2011-01-14,1865502.4600000002
4,2011-01-21,1886393.9400000004
4,2011-01-28,1814240.8499999999
4,2011-02-04,2119086.0400000005
4,2011-02-11,2187847.29
4,2011-02-18,2316495.56
4,2011-02-25,2078094.69
4,2011-03-04,2103455.75
4,2011-03-11,2039818.4100000008
4,2011-03-18,2116475.38
4,2011-03-25,1944164.3200000003
4,2011-04-01,1900246.4700000002
4,2011-04-08,2074953.4600000002
4,2011-04-15,1960587.76
4,2011-04-22,2220600.76
4,2011-04-29,1878167.4399999997
4,2011-05-06,2063682.7599999995
4,2011-05-13,2002362.37
4,2011-05-20,2015563.48
4,2011-05-27,1986597.95
4,2011-06-03,2065377.1500000001
4,2011-06-10,2073951.3800000001
4,2011-06-17,2141210.6199999996
4,2011-06-24,2008344.9200000004
4,2011-07-01,2051533.5300000005
4,2011-07-08,2066541.8600000003
4,2011-07-15,2049046.9500000007
4,2011-07-22,2036231.3900000008
4,2011-07-29,1989674.0699999998
4,2011-08-05,2160057.389999999
4,2011-08-12,2105668.7399999998
4,2011-08-19,2232892.1000000006
4,2011-08-26,1988490.2100000004
4,2011-09-02,2078420.31
4,2011-09-09,2093139.0100000002
4,2011-09-16,2075577.3299999998
4,2011-09-23,2031406.41
4,2011-09-30,1929486.63
4,2011-10-07,2166737.6499999994
4,2011-10-14,2074548.8500000003
4,2011-10-21,2207742.1300000004
4,2011-10-28,2151659.59
4,2011-11-04,2281217.3100000005
4,2011-11-11,2203028.96
4,2011-11-18,2243946.5899999994
4,2011-11-25,3004702.330000001
4,2011-12-02,2180999.26
4,2011-12-09,2508955.2399999993
4,2011-12-16,2771397.17
4,2011-12-23,3676388.9800000004
4,2011-12-30,2007105.8600000008
4,2012-01-06,2047766.0699999996
4,2012-01-13,1941676.6099999999
4,2012-01-20,2005097.76
4,2012-01-27,1928720.5100000002
4,2012-02-03,2173373.91
4,2012-02-10,2374660.64
4,2012-02-17,2427640.1700000004
4,2012-02-24,2226662.17
4,2012-03-02,2206319.9000000004
4,2012-03-09,2202450.8099999996
4,2012-03-16,2214967.4400000004
4,2012-03-23,2091592.5399999996
4,2012-03-30,2089381.7699999998
4,2012-04-06,2470206.1300000004
4,2012-04-13,2105301.39
4,2012-04-20,2144336.8899999987
4,2012-04-27,2064065.6599999997
4,2012-05-04,2196968.3299999996
4,2012-05-11,2127661.17
4,2012-05-18,2207214.8100000005
4,2012-05-25,2154137.6699999995
4,2012-06-01,2179360.939999999
4,2012-06-08,2245257.1799999997
4,2012-06-15,2234190.9299999997
4,2012-06-22,2197299.6499999994
4,2012-06-29,2128362.9200000004
4,2012-07-06,2224499.28
4,2012-07-13,2100252.61
4,2012-07-20,2175563.6900000004
4,2012-07-27,2048613.6500000001
4,2012-08-03,2174514.1299999994
4,2012-08-10,2193367.69
4,2012-08-17,2283540.3000000007
4,2012-08-24,2125241.6799999997
4,2012-08-31,2081181.3500000006
4,2012-09-07,2125104.7199999997
4,2012-09-14,2117854.599999999
4,2012-09-21,2119438.53
4,2012-09-28,2027620.2299999995
4,2012-10-05,2209835.43
4,2012-10-12,2133026.0700000003
4,2012-10-19,2097266.85
4,2012-10-26,2149594.46
5,2010-02-05,317173.0999999999
5,2010-02-12,311825.6999999999
5,2010-02-19,303447.5700000001
5,2010-02-26,270281.63
5,2010-03-05,288855.71000000014
5,2010-03-12,297293.5900000001
5,2010-03-19,281706.41
5,2010-03-26,273282.97
5,2010-04-02,331406.00000000006
5,2010-04-09,328020.49
5,2010-04-16,306858.6900000001
5,2010-04-23,288839.73
5,2010-04-30,298697.8399999999
5,2010-05-07,333522.6000000001
5,2010-05-14,296673.76999999996
5,2010-05-21,301615.49
5,2010-05-28,310013.1100000001
5,2010-06-04,337825.88999999984
5,2010-06-11,296641.91
5,2010-06-18,313795.5999999999
5,2010-06-25,295257.30000000005
5,2010-07-02,305993.27
5,2010-07-09,291808.8700000001
5,2010-07-16,280701.7
5,2010-07-23,274742.63
5,2010-07-30,268929.03
5,2010-08-06,303043.02
5,2010-08-13,286477.35
5,2010-08-20,287205.37999999995
5,2010-08-27,288519.75
5,2010-09-03,323798.0
5,2010-09-10,306533.07999999996
5,2010-09-17,282558.64999999997
5,2010-09-24,293131.58
5,2010-10-01,283178.12
5,2010-10-08,290494.85000000003
5,2010-10-15,280681.20000000007
5,2010-10-22,284988.27
5,2010-10-29,278031.80999999994
5,2010-11-05,325310.3
5,2010-11-12,301827.36000000004
5,2010-11-19,297384.81
5,2010-11-26,488362.61
5,2010-12-03,344490.88
5,2010-12-10,352811.5300000002
5,2010-12-17,367801.19
5,2010-12-24,466010.25
5,2010-12-31,298180.1799999998
5,2011-01-07,286347.26000000007
5,2011-01-14,260636.70999999996
5,2011-01-21,275313.34
5,2011-01-28,279088.3900000001
5,2011-02-04,329613.19999999995
5,2011-02-11,311590.5399999999
5,2011-02-18,356622.61
5,2011-02-25,294659.5
5,2011-03-04,329033.66000000015
5,2011-03-11,293098.0999999999
5,2011-03-18,312177.66999999987
5,2011-03-25,294732.50000000006
5,2011-04-01,314316.55000000005
5,2011-04-08,307333.62
5,2011-04-15,307913.58
5,2011-04-22,328415.44
5,2011-04-29,307291.56000000006
5,2011-05-06,322904.67999999993
5,2011-05-13,290930.01
5,2011-05-20,299614.3300000001
5,2011-05-27,297149.69
5,2011-06-03,329183.9200000001
5,2011-06-10,304984.14000000013
5,2011-06-17,304811.82
5,2011-06-24,302881.6400000001
5,2011-07-01,327093.89000000013
5,2011-07-08,310804.93
5,2011-07-15,283248.62
5,2011-07-22,292539.73000000004
5,2011-07-29,275142.17000000004
5,2011-08-05,317738.56000000006
5,2011-08-12,289886.16
5,2011-08-19,303643.8399999999
5,2011-08-26,310338.17
5,2011-09-02,315645.53
5,2011-09-09,321110.22
5,2011-09-16,278529.71
5,2011-09-23,291024.9800000001
5,2011-09-30,292315.38
5,2011-10-07,309111.47000000003
5,2011-10-14,286117.72
5,2011-10-21,306069.18
5,2011-10-28,307035.11
5,2011-11-04,353652.22999999986
5,2011-11-11,311906.7
5,2011-11-18,307944.37000000005
5,2011-11-25,507900.06999999995
5,2011-12-02,376225.6100000001
5,2011-12-09,367433.7700000001
5,2011-12-16,379530.2999999999
5,2011-12-23,458562.2400000003
5,2011-12-30,349624.88000000006
5,2012-01-06,312078.70999999996
5,2012-01-13,291454.5200000001
5,2012-01-20,287523.98
5,2012-01-27,295974.2199999999
5,2012-02-03,333948.0
5,2012-02-10,349239.8800000001
5,2012-02-17,356427.98
5,2012-02-24,312220.47000000003
5,2012-03-02,359206.21
5,2012-03-09,347295.60000000003
5,2012-03-16,339392.5400000001
5,2012-03-23,321299.99
5,2012-03-30,331318.7299999999
5,2012-04-06,402985.70000000007
5,2012-04-13,351832.0300000001
5,2012-04-20,330063.05999999994
5,2012-04-27,324839.74
5,2012-05-04,360932.69000000006
5,2012-05-11,333870.5200000001
5,2012-05-18,336189.66
5,2012-05-25,341994.4799999998
5,2012-06-01,359867.8
5,2012-06-08,341704.59
5,2012-06-15,327383.63999999996
5,2012-06-22,325041.68
5,2012-06-29,329658.1000000001
5,2012-07-06,341214.43000000005
5,2012-07-13,316203.6399999999
5,2012-07-20,321205.12
5,2012-07-27,306827.36000000004
5,2012-08-03,324195.17000000004
5,2012-08-10,306759.7
5,2012-08-17,314014.1799999999
5,2012-08-24,320831.36
5,2012-08-31,344642.01
5,2012-09-07,350648.91000000003
5,2012-09-14,299800.6700000001
5,2012-09-21,307306.7600000001
5,2012-09-28,310141.68000000005
5,2012-10-05,343048.29
5,2012-10-12,325345.41000000003
5,2012-10-19,313358.1500000001
5,2012-10-26,319550.77
6,2010-02-05,1652635.1
6,2010-02-12,1606283.8599999996
6,2010-02-19,1567138.07
6,2010-02-26,1432953.2100000002
6,2010-03-05,1601348.8200000003
6,2010-03-12,1558621.36
6,2010-03-19,1693058.9100000001
6,2010-03-26,1472033.3800000001
6,2010-04-02,1770333.9000000006
6,2010-04-09,1667181.8199999998
6,2010-04-16,1519846.360000001
6,2010-04-23,1540435.9899999998
6,2010-04-30,1498080.1599999997
6,2010-05-07,1619920.0399999998
6,2010-05-14,1524059.4000000001
6,2010-05-21,1531938.4400000004
6,2010-05-28,1644470.66
6,2010-06-04,1857380.0899999999
6,2010-06-11,1685652.35
6,2010-06-18,1677248.2399999998
6,2010-06-25,1640681.880000001
6,2010-07-02,1759777.25
6,2010-07-09,1690317.9899999998
6,2010-07-16,1560120.8
6,2010-07-23,1585240.9200000002
6,2010-07-30,1532308.7800000003
6,2010-08-06,1633241.5899999999
6,2010-08-13,1547654.9800000002
6,2010-08-20,1539930.4999999995
6,2010-08-27,1450766.12
6,2010-09-03,1510925.3199999996
6,2010-09-10,1424225.4399999997
6,2010-09-17,1308537.7499999998
6,2010-09-24,1275591.84
6,2010-10-01,1328468.8900000001
6,2010-10-08,1360317.9000000004
6,2010-10-15,1344580.9200000004
6,2010-10-22,1332716.5299999998
6,2010-10-29,1385323.7000000004
6,2010-11-05,1505442.15
6,2010-11-12,1495536.4600000002
6,2010-11-19,1518841.4499999995
6,2010-11-26,2267452.3999999994
6,2010-12-03,1677067.2399999998
6,2010-12-10,1834737.5799999998
6,2010-12-17,2090268.95
6,2010-12-24,2727575.18
6,2010-12-31,1464050.0199999996
6,2011-01-07,1350441.68
6,2011-01-14,1306194.5500000007
6,2011-01-21,1261253.1800000002
6,2011-01-28,1287034.6999999993
6,2011-02-04,1514999.17
6,2011-02-11,1486920.1699999995
6,2011-02-18,1572117.54
6,2011-02-25,1422600.43
6,2011-03-04,1502617.99
6,2011-03-11,1494497.3900000001
6,2011-03-18,1685375.4700000004
6,2011-03-25,1438465.81
6,2011-04-01,1459276.7699999996
6,2011-04-08,1534593.9999999998
6,2011-04-15,1448797.02
6,2011-04-22,1639358.9299999995
6,2011-04-29,1479249.9000000001
6,2011-05-06,1504651.5699999996
6,2011-05-13,1453185.65
6,2011-05-20,1382783.8299999998
6,2011-05-27,1523979.1099999999
6,2011-06-03,1705506.2899999996
6,2011-06-10,1598643.6499999997
6,2011-06-17,1622150.3299999998
6,2011-06-24,1543365.9000000001
6,2011-07-01,1694551.1499999994
6,2011-07-08,1709373.6199999996
6,2011-07-15,1526801.2399999998
6,2011-07-22,1526506.0799999994
6,2011-07-29,1483991.0500000003
6,2011-08-05,1601584.5700000003
6,2011-08-12,1484995.38
6,2011-08-19,1493544.04
6,2011-08-26,1420405.4100000001
6,2011-09-02,1481618.74
6,2011-09-09,1483574.3799999997
6,2011-09-16,1351407.79
6,2011-09-23,1336044.7500000002
6,2011-09-30,1307551.9200000002
6,2011-10-07,1481739.2
6,2011-10-14,1386520.9899999998
6,2011-10-21,1417922.37
6,2011-10-28,1419445.12
6,2011-11-04,1523420.3799999997
6,2011-11-11,1536176.5400000003
6,2011-11-18,1524390.07
6,2011-11-25,2249811.55
6,2011-12-02,1688531.3399999999
6,2011-12-09,1903385.1399999997
6,2011-12-16,2034695.5600000005
6,2011-12-23,2644633.0199999996
6,2011-12-30,1598080.5200000005
6,2012-01-06,1395339.7100000002
6,2012-01-13,1344243.1700000002
6,2012-01-20,1326255.6999999997
6,2012-01-27,1315610.6600000001
6,2012-02-03,1496305.78
6,2012-02-10,1620603.92
6,2012-02-17,1632616.0899999996
6,2012-02-24,1465187.7100000002
6,2012-03-02,1550385.6500000001
6,2012-03-09,1569304.4000000001
6,2012-03-16,1748010.2900000003
6,2012-03-23,1495143.6199999999
6,2012-03-30,1508933.2599999993
6,2012-04-06,1840131.19
6,2012-04-13,1616394.4500000002
6,2012-04-20,1456073.2399999995
6,2012-04-27,1456221.0999999992
6,2012-05-04,1543461.12
6,2012-05-11,1517075.6700000002
6,2012-05-18,1513635.6400000004
